run_id,algorithm,graph,n_nodes,n_edges,graph_params,license_config,rep,seed,sample,graph_seed,density,avg_degree,clustering,components,image_path,total_cost,time_ms,valid,issues,groups,group_size_mean,group_size_median,group_size_p90,license_counts_json,algo_params_json,warm_start,cost_per_node,notes
20250918_154325_extensions_benchmark,ILPSolver,random,100,474,"{'p': 0.1, 'seed': 42}",spotify,0,12345,0,42,0.0957575757575757,9.48,0.087823482073482,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,small_world,50,150,"{'k': 6, 'p': 0.05, 'seed': 42}",spotify,0,12345,0,42,0.1224489795918367,6.0,0.5492380952380952,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,random,50,120,"{'p': 0.1, 'seed': 42}",netflix,0,12345,0,42,0.0979591836734693,4.8,0.0621904761904761,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,small_world,50,150,"{'k': 6, 'p': 0.05, 'seed': 42}",netflix,0,12345,0,42,0.1224489795918367,6.0,0.5492380952380952,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,random,100,474,"{'p': 0.1, 'seed': 42}",roman_p_3,0,12345,0,42,0.0957575757575757,9.48,0.087823482073482,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,random,100,474,"{'p': 0.1, 'seed': 42}",roman_p_4,0,12345,0,42,0.0957575757575757,9.48,0.087823482073482,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,random,100,474,"{'p': 0.1, 'seed': 42}",roman_p_5,0,12345,0,42,0.0957575757575757,9.48,0.087823482073482,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,random,200,1963,"{'p': 0.1, 'seed': 42}",duolingo_p_2,0,12345,0,42,0.098643216080402,19.63,0.1002832679199191,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,small_world,50,150,"{'k': 6, 'p': 0.05, 'seed': 42}",duolingo_p_2,0,12345,0,42,0.1224489795918367,6.0,0.5492380952380952,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,random,100,474,"{'p': 0.1, 'seed': 42}",duolingo_p_4,0,12345,0,42,0.0957575757575757,9.48,0.087823482073482,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,small_world,100,300,"{'k': 6, 'p': 0.05, 'seed': 42}",duolingo_p_4,0,12345,0,42,0.0606060606060606,6.0,0.5448571428571429,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,random,200,1963,"{'p': 0.1, 'seed': 42}",duolingo_p_5,0,12345,0,42,0.098643216080402,19.63,0.1002832679199191,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
20250918_154325_extensions_benchmark,ILPSolver,small_world,100,300,"{'k': 6, 'p': 0.05, 'seed': 42}",duolingo_p_5,0,12345,0,42,0.0606060606060606,6.0,0.5448571428571429,1,,,45000.0,False,0,0,0.0,0.0,0.0,{},timeout,,,
